index,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Year
26472,"Dallas-Fort Worth-Arlington, TX",19100,1991-02-23,43,Good,Ozone,48-439-2003,17,1991
26473,"Dallas-Fort Worth-Arlington, TX",19100,1991-02-24,48,Good,Ozone,48-439-1002,8,1991
26474,"Dallas-Fort Worth-Arlington, TX",19100,1991-02-25,47,Good,NO2,48-113-0069,8,1991
26475,"Dallas-Fort Worth-Arlington, TX",19100,1991-02-26,47,Good,NO2,48-113-0069,8,1991
26476,"Dallas-Fort Worth-Arlington, TX",19100,1991-02-27,46,Good,Ozone,48-439-2003,8,1991
26477,"Dallas-Fort Worth-Arlington, TX",19100,1991-02-28,35,Good,Ozone,48-439-2003,8,1991
26478,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-01,43,Good,Ozone,48-439-2003,18,1991
26479,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-02,34,Good,Ozone,48-139-0082,10,1991
26480,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-03,42,Good,Ozone,48-439-2003,10,1991
26481,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-04,68,Moderate,NO2,48-439-1002,10,1991
26482,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-05,57,Moderate,NO2,48-439-1002,9,1991
26483,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-06,44,Good,Ozone,48-139-0082,9,1991
26484,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-07,65,Moderate,PM10,48-113-0018,18,1991
26485,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-08,57,Moderate,NO2,48-113-0069,10,1991
26486,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-09,71,Moderate,Ozone,48-139-0082,10,1991
26487,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-10,108,Unhealthy for Sensitive Groups,Ozone,48-439-2003,10,1991
26488,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-11,54,Moderate,Ozone,48-439-2003,9,1991
26489,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-12,51,Moderate,Ozone,48-257-0001,10,1991
26490,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-13,74,Moderate,PM10,48-439-0060,19,1991
26491,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-14,44,Good,Ozone,48-439-2003,10,1991
26492,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-15,28,Good,Ozone,48-439-2003,10,1991
26493,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-16,33,Good,Ozone,48-257-0001,10,1991
26494,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-17,46,Good,Ozone,48-139-0082,9,1991
26495,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-18,79,Moderate,NO2,48-113-0069,9,1991
26496,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-19,108,Unhealthy for Sensitive Groups,Ozone,48-439-1002,18,1991
26497,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-20,71,Moderate,Ozone,48-439-1002,9,1991
26498,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-21,33,Good,Ozone,48-439-2003,10,1991
26499,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-22,46,Good,Ozone,48-439-1002,9,1991
26500,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-23,57,Moderate,NO2,48-113-0069,10,1991
26501,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-24,93,Moderate,Ozone,48-113-0045,10,1991
26502,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-25,47,Good,NO2,48-113-0069,20,1991
26503,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-26,28,Good,Ozone,48-439-1002,9,1991
26504,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-27,47,Good,NO2,48-439-1002,9,1991
26505,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-28,47,Good,NO2,48-439-1002,10,1991
26506,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-29,43,Good,Ozone,48-257-0001,10,1991
26507,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-30,46,Good,Ozone,48-257-0001,10,1991
26508,"Dallas-Fort Worth-Arlington, TX",19100,1991-03-31,71,Moderate,Ozone,48-257-0001,20,1991
26509,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-01,90,Moderate,Ozone,48-439-2003,9,1991
26510,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-02,101,Unhealthy for Sensitive Groups,Ozone,48-257-0001,10,1991
26511,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-03,77,Moderate,Ozone,48-439-1002,10,1991
26512,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-04,93,Moderate,Ozone,48-439-1002,9,1991
26513,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-05,39,Good,Ozone,48-439-1002,9,1991
26514,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-06,37,Good,Ozone,48-257-0001,18,1991
26515,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-07,42,Good,Ozone,48-257-0001,9,1991
26516,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-08,48,Good,Ozone,48-439-1002,9,1991
26517,"Dallas-Fort Worth-Arlington, TX",19100,1991-04-09,54,Moderate,Ozone,48-439-2003,10,1991
