CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-01,132,Unhealthy for Sensitive Groups,SO2,47-189-0005,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-02,204,Very Unhealthy,Ozone,47-189-0103,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-03,174,Unhealthy,Ozone,47-037-0026,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-04,56,Moderate,SO2,47-037-0011,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-05,50,Good,SO2,47-037-0011,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-06,50,Good,SO2,47-037-0011,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-07,107,Unhealthy for Sensitive Groups,SO2,47-189-0005,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-08,200,Unhealthy,SO2,47-189-0005,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-09,197,Unhealthy,SO2,47-165-1002,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-10,200,Unhealthy,SO2,47-165-1002,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-11,174,Unhealthy,Ozone,47-119-0106,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-12,161,Unhealthy,Ozone,47-165-0101,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-13,51,Moderate,Ozone,47-187-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-14,74,Moderate,Ozone,47-149-0101,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-15,133,Unhealthy for Sensitive Groups,Ozone,47-119-0106,20
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-16,148,Unhealthy for Sensitive Groups,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-17,174,Unhealthy,Ozone,47-189-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-18,172,Unhealthy,Ozone,47-165-0007,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-19,166,Unhealthy,Ozone,47-165-0007,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-20,178,Unhealthy,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-21,115,Unhealthy for Sensitive Groups,Ozone,47-165-0101,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-22,54,Moderate,SO2,47-187-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-23,96,Moderate,SO2,47-189-0004,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-24,175,Unhealthy,SO2,47-189-1001,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-25,183,Unhealthy,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-26,203,Very Unhealthy,Ozone,47-165-0007,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-27,150,Unhealthy for Sensitive Groups,Ozone,47-037-0011,20
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-28,179,Unhealthy,Ozone,47-119-0106,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-29,119,Unhealthy for Sensitive Groups,Ozone,47-165-0007,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-30,195,Unhealthy,SO2,47-189-0005,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-08-31,140,Unhealthy for Sensitive Groups,SO2,47-189-1001,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-01,116,Unhealthy for Sensitive Groups,SO2,47-165-1002,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-02,115,Unhealthy for Sensitive Groups,Ozone,47-149-0101,22
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-03,169,Unhealthy,Ozone,47-119-0106,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-04,129,Unhealthy for Sensitive Groups,Ozone,47-119-0106,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-05,159,Unhealthy,Ozone,47-119-0106,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-06,190,Unhealthy,Ozone,47-165-0101,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-07,136,Unhealthy for Sensitive Groups,Ozone,47-165-0101,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-08,86,Moderate,SO2,47-165-1002,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-09,93,Moderate,Ozone,47-187-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-10,54,Moderate,SO2,47-189-0005,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-11,138,Unhealthy for Sensitive Groups,SO2,47-189-1001,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-12,65,Moderate,SO2,47-189-1001,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-13,97,Moderate,SO2,47-165-0101,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-14,115,Unhealthy for Sensitive Groups,Ozone,47-165-0007,22
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-15,74,Moderate,Ozone,47-119-0106,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-16,64,Moderate,Ozone,47-165-0101,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-17,80,Moderate,SO2,47-189-0005,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-18,126,Unhealthy for Sensitive Groups,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-19,85,Moderate,SO2,47-165-0007,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-20,129,Unhealthy for Sensitive Groups,SO2,47-165-0007,22
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-21,81,Moderate,SO2,47-165-0007,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-22,101,Unhealthy for Sensitive Groups,SO2,47-189-0004,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-23,27,Good,SO2,47-189-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-24,190,Unhealthy,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-25,54,Moderate,Ozone,47-149-0101,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-26,101,Unhealthy for Sensitive Groups,Ozone,47-187-0103,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-27,174,Unhealthy,Ozone,47-165-0007,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-28,166,Unhealthy,Ozone,47-165-0007,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-29,166,Unhealthy,Ozone,47-165-0007,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-09-30,92,Moderate,SO2,47-189-0005,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-01,114,Unhealthy for Sensitive Groups,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-02,115,Unhealthy for Sensitive Groups,Ozone,47-165-0007,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-03,200,Unhealthy,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-04,200,Unhealthy,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-05,123,Unhealthy for Sensitive Groups,SO2,47-165-1002,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-06,87,Moderate,Ozone,47-165-0101,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-07,100,Moderate,SO2,47-037-0011,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-08,102,Unhealthy for Sensitive Groups,SO2,47-165-1002,22
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-09,139,Unhealthy for Sensitive Groups,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-10,109,Unhealthy for Sensitive Groups,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-11,137,Unhealthy for Sensitive Groups,SO2,47-189-0005,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-12,62,Moderate,SO2,47-037-0011,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-13,111,Unhealthy for Sensitive Groups,SO2,47-189-0004,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-14,135,Unhealthy for Sensitive Groups,SO2,47-165-1002,21
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-15,141,Unhealthy for Sensitive Groups,SO2,47-189-0005,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-16,124,Unhealthy for Sensitive Groups,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-17,154,Unhealthy,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-18,32,Good,Ozone,47-187-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-19,145,Unhealthy for Sensitive Groups,SO2,47-189-0005,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-20,132,Unhealthy for Sensitive Groups,SO2,47-165-1002,22
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-21,87,Moderate,SO2,47-165-1002,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-22,29,Good,SO2,47-037-0011,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-23,47,Good,SO2,47-189-0103,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-24,147,Unhealthy for Sensitive Groups,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-25,131,Unhealthy for Sensitive Groups,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-26,118,Unhealthy for Sensitive Groups,SO2,47-189-0004,22
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-27,89,Moderate,SO2,47-165-1002,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-28,97,Moderate,SO2,47-189-0004,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-29,158,Unhealthy,SO2,47-189-0005,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-30,69,Moderate,SO2,47-165-1002,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-10-31,90,Moderate,SO2,47-165-0007,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-01,110,Unhealthy for Sensitive Groups,SO2,47-165-1002,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-02,69,Moderate,CO,47-037-0031,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-03,71,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-04,99,Moderate,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-05,117,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-06,131,Unhealthy for Sensitive Groups,SO2,47-189-0005,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-07,103,Unhealthy for Sensitive Groups,SO2,47-189-0004,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-08,87,Moderate,SO2,47-037-0011,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-09,44,Good,CO,47-037-0021,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-10,65,Moderate,SO2,47-189-0004,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-11,111,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-12,67,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-13,200,Unhealthy,SO2,47-189-1001,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-14,121,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-15,73,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-16,56,Moderate,SO2,47-037-0011,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-17,41,Good,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-18,134,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-19,52,Moderate,CO,47-037-0031,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-20,161,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-21,103,Unhealthy for Sensitive Groups,SO2,47-037-0011,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-22,101,Unhealthy for Sensitive Groups,SO2,47-165-1002,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-23,69,Moderate,SO2,47-037-0011,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-24,75,Moderate,SO2,47-037-0011,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-25,69,Moderate,SO2,47-037-0011,16
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-26,124,Unhealthy for Sensitive Groups,SO2,47-165-1002,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-27,200,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-28,200,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-29,94,Moderate,SO2,47-037-0011,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-11-30,133,Unhealthy for Sensitive Groups,SO2,47-165-1002,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-01,127,Unhealthy for Sensitive Groups,SO2,47-165-1002,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-02,36,Good,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-03,200,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-04,43,Good,SO2,47-037-0011,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-05,119,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-06,56,Moderate,SO2,47-037-0011,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-07,101,Unhealthy for Sensitive Groups,SO2,47-189-0004,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-08,90,Moderate,SO2,47-165-0007,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-09,83,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-10,83,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-11,90,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-12,104,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-13,43,Good,PM10,47-037-0023,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-14,137,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-15,147,Unhealthy for Sensitive Groups,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-16,175,Unhealthy,SO2,47-189-0004,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-17,153,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-18,170,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-19,140,Unhealthy for Sensitive Groups,SO2,47-189-0004,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-20,54,Moderate,CO,47-037-0031,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-21,178,Unhealthy,SO2,47-165-1002,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-22,36,Good,SO2,47-037-0011,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-23,56,Moderate,SO2,47-037-0011,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-24,50,Good,SO2,47-037-0011,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-25,62,Moderate,PM10,47-037-0023,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-26,138,Unhealthy for Sensitive Groups,SO2,47-189-0005,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-27,80,Moderate,SO2,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-28,37,Good,SO2,47-165-1002,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-29,139,Unhealthy for Sensitive Groups,SO2,47-165-1002,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-30,166,Unhealthy,SO2,47-165-1002,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1990-12-31,94,Moderate,SO2,47-189-0004,17
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-01,24,Good,SO2,13-121-0053,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-02,126,Unhealthy for Sensitive Groups,SO2,13-121-0053,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-03,41,Good,CO,13-121-0052,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-04,30,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-05,23,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-06,42,Good,PM10,13-121-0039,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-07,43,Good,CO,13-121-0052,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-08,20,Good,NO2,13-121-0052,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-09,102,Unhealthy for Sensitive Groups,SO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-10,94,Moderate,SO2,13-121-0053,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-11,20,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-12,21,Good,SO2,13-121-0048,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-13,33,Good,NO2,13-089-0002,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-14,79,Moderate,SO2,13-121-0053,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-15,48,Good,CO,13-121-0052,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-16,31,Good,NO2,13-089-0002,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-17,45,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-18,55,Moderate,PM10,13-121-0039,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-19,48,Good,CO,13-121-0052,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-20,29,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-21,80,Moderate,SO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-22,92,Moderate,SO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-23,104,Unhealthy for Sensitive Groups,SO2,13-121-0053,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-24,40,Good,SO2,13-121-0048,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-25,44,Good,NO2,13-121-0052,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-26,54,Moderate,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-27,79,Moderate,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-28,70,Moderate,NO2,13-089-0002,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-29,46,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-30,59,Moderate,SO2,13-121-0053,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-01-31,31,Good,NO2,13-121-0048,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-01,41,Good,NO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-02,52,Moderate,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-03,50,Good,CO,13-121-0052,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-04,77,Moderate,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-05,62,Moderate,NO2,13-121-0048,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-06,35,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-07,54,Moderate,SO2,13-121-0053,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-08,86,Moderate,SO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-09,56,Moderate,SO2,13-121-0053,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-10,106,Unhealthy for Sensitive Groups,SO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-11,48,Good,NO2,13-121-0048,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-12,76,Moderate,SO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-13,34,Good,NO2,13-121-0048,6
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-14,18,Good,NO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-15,102,Unhealthy for Sensitive Groups,SO2,13-121-0048,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-16,110,Unhealthy for Sensitive Groups,SO2,13-121-0048,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-17,40,Good,NO2,13-121-0048,7
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-18,37,Good,NO2,13-121-0048,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-19,40,Good,NO2,13-121-0048,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-20,87,Moderate,SO2,13-121-0053,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-21,101,Unhealthy for Sensitive Groups,SO2,13-121-0053,4
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-22,48,Good,CO,13-121-0052,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-23,19,Good,CO,13-121-0052,8
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-24,42,Good,NO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-25,33,Good,SO2,13-121-0053,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-26,71,Moderate,SO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-27,53,Moderate,NO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-02-28,58,Moderate,NO2,13-121-0048,5
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-01,40,Good,NO2,13-121-0048,13
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-02,40,Good,Ozone,13-097-0002,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-03,64,Moderate,SO2,13-121-0048,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-04,105,Unhealthy for Sensitive Groups,SO2,13-121-0048,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-05,153,Unhealthy,SO2,13-121-0048,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-06,46,Good,Ozone,13-247-0001,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-07,79,Moderate,SO2,13-121-0048,13
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-08,42,Good,NO2,13-121-0048,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-09,47,Good,SO2,13-121-0048,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-10,43,Good,Ozone,13-247-0001,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-11,102,Unhealthy for Sensitive Groups,SO2,13-121-0053,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-12,64,Moderate,Ozone,13-247-0001,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-13,56,Moderate,PM10,13-121-0039,13
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-14,57,Moderate,SO2,13-121-0053,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-15,51,Moderate,NO2,13-121-0048,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-16,50,Good,Ozone,13-247-0001,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-17,42,Good,Ozone,13-247-0001,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-18,60,Moderate,SO2,13-121-0048,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-19,64,Moderate,Ozone,13-247-0001,13
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-20,90,Moderate,Ozone,13-097-0002,8
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-21,67,Moderate,Ozone,13-089-0002,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-22,42,Good,Ozone,13-247-0001,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-23,51,Moderate,Ozone,13-247-0001,10
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-24,54,Moderate,Ozone,13-247-0001,9
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-25,84,Moderate,Ozone,13-247-0001,12
"Atlanta-Sandy Springs-Roswell, GA",12060,1991-03-26,108,Unhealthy for Sensitive Groups,Ozone,13-247-0001,10
