CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-03,179,Unhealthy,Ozone,48-439-1002,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-04,223,Very Unhealthy,Ozone,48-439-1002,18
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-05,232,Very Unhealthy,Ozone,48-439-0057,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-06,208,Very Unhealthy,Ozone,48-121-0034,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-07,200,Unhealthy,Ozone,48-121-0054,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-08,192,Unhealthy,Ozone,48-121-0054,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-09,177,Unhealthy,Ozone,48-121-0054,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-10,154,Unhealthy,Ozone,48-121-0054,17
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-13,90,Moderate,Ozone,48-085-0005,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-14,195,Unhealthy,Ozone,48-439-0057,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-15,179,Unhealthy,Ozone,48-439-2003,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-16,202,Very Unhealthy,Ozone,48-439-2003,20
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-17,222,Very Unhealthy,Ozone,48-121-0034,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-18,212,Very Unhealthy,Ozone,48-085-0005,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-19,203,Very Unhealthy,Ozone,48-139-0015,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-20,182,Unhealthy,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-21,182,Unhealthy,Ozone,48-439-0057,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-22,159,Unhealthy,Ozone,48-121-0054,20
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-23,64,Moderate,Ozone,48-121-0034,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-24,129,Unhealthy for Sensitive Groups,Ozone,48-439-0057,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-25,205,Very Unhealthy,Ozone,48-121-0034,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-26,166,Unhealthy,Ozone,48-113-0075,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-27,154,Unhealthy,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-28,169,Unhealthy,Ozone,48-121-0034,17
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-29,164,Unhealthy,Ozone,48-439-0057,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-30,182,Unhealthy,Ozone,48-439-0057,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-08-31,174,Unhealthy,Ozone,48-439-2003,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-01,147,Unhealthy for Sensitive Groups,Ozone,48-439-2003,11
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-02,119,Unhealthy for Sensitive Groups,Ozone,48-139-0015,11
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-03,129,Unhealthy for Sensitive Groups,Ozone,48-085-0005,17
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-04,100,Moderate,Ozone,48-085-0005,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-05,36,Good,Ozone,48-139-0015,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-06,93,Moderate,Ozone,48-121-0054,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-09,169,Unhealthy,Ozone,48-139-0015,18
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-10,150,Unhealthy for Sensitive Groups,Ozone,48-085-0005,12
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-11,126,Unhealthy for Sensitive Groups,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-13,45,Good,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-14,97,Moderate,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-15,133,Unhealthy for Sensitive Groups,Ozone,48-139-0015,21
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-16,126,Unhealthy for Sensitive Groups,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-17,185,Unhealthy,Ozone,48-121-0034,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-18,185,Unhealthy,Ozone,48-121-0034,17
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-19,177,Unhealthy,Ozone,48-121-0054,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-20,166,Unhealthy,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-23,140,Unhealthy for Sensitive Groups,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-24,164,Unhealthy,Ozone,48-139-0015,16
"Dallas-Fort Worth-Arlington, TX",19100,1999-09-27,54,Moderate,Ozone,48-139-0015,18
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-01,136,Unhealthy for Sensitive Groups,Ozone,48-139-0015,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-02,129,Unhealthy for Sensitive Groups,Ozone,48-121-0054,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-05,101,Unhealthy for Sensitive Groups,Ozone,48-139-0015,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-06,80,Moderate,Ozone,48-139-0015,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-07,93,Moderate,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-09,84,Moderate,Ozone,48-139-0015,20
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-10,147,Unhealthy for Sensitive Groups,Ozone,48-139-0015,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-11,87,Moderate,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-12,133,Unhealthy for Sensitive Groups,Ozone,48-439-0057,15
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-13,112,Unhealthy for Sensitive Groups,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-14,143,Unhealthy for Sensitive Groups,Ozone,48-121-0034,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-10-21,67,Moderate,Ozone,48-139-0015,20
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-07,71,Moderate,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-08,112,Unhealthy for Sensitive Groups,Ozone,48-139-0015,21
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-09,93,Moderate,Ozone,48-139-0015,13
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-12,100,Moderate,Ozone,48-139-0015,16
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-13,119,Unhealthy for Sensitive Groups,Ozone,48-139-0015,16
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-14,80,Moderate,Ozone,48-139-0015,22
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-16,93,Moderate,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-17,129,Unhealthy for Sensitive Groups,Ozone,48-139-0015,16
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-24,29,Good,Ozone,48-085-0005,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-11-27,49,Good,Ozone,48-139-0015,14
"Dallas-Fort Worth-Arlington, TX",19100,1999-12-05,32,Good,Ozone,48-439-1002,17
"Dallas-Fort Worth-Arlington, TX",19100,1999-12-27,32,Good,Ozone,48-139-0015,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-02-12,29,Good,Ozone,47-037-0026,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-03-15,41,Good,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-03-16,64,Moderate,Ozone,47-187-0106,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-03-17,143,Unhealthy for Sensitive Groups,Ozone,47-043-0009,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-03-18,67,Moderate,Ozone,47-043-0009,15
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-03-22,61,Moderate,Ozone,47-043-0009,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-03-30,100,Moderate,Ozone,47-043-0009,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-01,44,Good,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-02,108,Unhealthy for Sensitive Groups,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-03,126,Unhealthy for Sensitive Groups,Ozone,47-043-0009,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-04,50,Good,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-05,84,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-06,90,Moderate,Ozone,47-187-0106,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-07,182,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-09,119,Unhealthy for Sensitive Groups,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-10,105,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-11,93,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-12,74,Moderate,Ozone,47-043-0009,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-13,87,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-14,50,Good,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-15,50,Good,Ozone,47-187-0106,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-16,47,Good,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-17,39,Good,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-19,122,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-20,161,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-21,129,Unhealthy for Sensitive Groups,Ozone,47-043-0009,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-23,48,Good,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-28,105,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-29,39,Good,Ozone,47-165-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-04-30,115,Unhealthy for Sensitive Groups,Ozone,47-043-0009,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-01,140,Unhealthy for Sensitive Groups,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-02,190,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-03,119,Unhealthy for Sensitive Groups,Ozone,47-189-0103,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-04,159,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-07,90,Moderate,Ozone,47-165-0007,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-08,122,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-09,140,Unhealthy for Sensitive Groups,Ozone,47-043-0009,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-10,166,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-11,143,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-12,112,Unhealthy for Sensitive Groups,Ozone,47-165-0007,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-13,50,Good,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-14,40,Good,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-15,93,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-16,97,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-17,108,Unhealthy for Sensitive Groups,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-19,151,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-20,136,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-21,151,Unhealthy,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-22,122,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-23,93,Moderate,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-24,64,Moderate,Ozone,47-043-0009,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-25,64,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-26,112,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-27,143,Unhealthy for Sensitive Groups,Ozone,47-043-0009,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-28,202,Very Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-29,190,Unhealthy,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-05-31,35,Good,Ozone,47-037-0026,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-03,126,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-04,151,Unhealthy,Ozone,47-037-0011,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-06,101,Unhealthy for Sensitive Groups,Ozone,47-189-0103,10
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-07,156,Unhealthy,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-08,185,Unhealthy,Ozone,47-189-0103,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-09,122,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-10,169,Unhealthy,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-11,126,Unhealthy for Sensitive Groups,Ozone,47-165-0007,17
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-12,101,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-13,101,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-15,97,Moderate,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-16,112,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-17,97,Moderate,Ozone,47-189-0103,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-18,112,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-19,140,Unhealthy for Sensitive Groups,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-20,156,Unhealthy,Ozone,47-165-0007,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-21,174,Unhealthy,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-22,172,Unhealthy,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-25,105,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-27,44,Good,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-06-30,119,Unhealthy for Sensitive Groups,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-03,49,Good,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-04,93,Moderate,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-06,93,Moderate,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-07,105,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-08,150,Unhealthy for Sensitive Groups,Ozone,47-037-0011,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-09,51,Moderate,Ozone,47-165-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-10,42,Good,Ozone,47-189-0103,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-12,100,Moderate,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-14,133,Unhealthy for Sensitive Groups,Ozone,47-165-0007,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-15,105,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-16,126,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-17,140,Unhealthy for Sensitive Groups,Ozone,47-165-0007,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-18,112,Unhealthy for Sensitive Groups,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-19,112,Unhealthy for Sensitive Groups,Ozone,47-037-0026,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-20,97,Moderate,Ozone,47-037-0026,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-21,129,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-22,140,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-23,166,Unhealthy,Ozone,47-037-0026,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-24,51,Moderate,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-25,164,Unhealthy,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-26,174,Unhealthy,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-27,190,Unhealthy,Ozone,47-037-0026,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-28,108,Unhealthy for Sensitive Groups,Ozone,47-189-0103,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-29,172,Unhealthy,Ozone,47-189-0103,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-30,156,Unhealthy,Ozone,47-189-0103,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-07-31,143,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-01,136,Unhealthy for Sensitive Groups,Ozone,47-189-0103,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-02,126,Unhealthy for Sensitive Groups,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-03,105,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-04,161,Unhealthy,Ozone,47-189-0103,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-05,133,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-06,159,Unhealthy,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-07,177,Unhealthy,Ozone,47-165-0007,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-08,115,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-09,100,Moderate,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-10,172,Unhealthy,Ozone,47-189-0103,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-11,112,Unhealthy for Sensitive Groups,Ozone,47-189-0103,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-12,190,Unhealthy,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-13,119,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-14,47,Good,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-15,51,Moderate,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-16,164,Unhealthy,Ozone,47-165-0007,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-17,215,Very Unhealthy,Ozone,47-189-0103,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-18,133,Unhealthy for Sensitive Groups,Ozone,47-149-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-19,185,Unhealthy,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-20,126,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-21,119,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-22,150,Unhealthy for Sensitive Groups,Ozone,47-043-0009,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-23,154,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-24,154,Unhealthy,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-25,108,Unhealthy for Sensitive Groups,Ozone,47-189-0103,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-26,140,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-27,161,Unhealthy,Ozone,47-149-0101,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-28,172,Unhealthy,Ozone,47-187-0106,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-29,129,Unhealthy for Sensitive Groups,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-30,105,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-08-31,169,Unhealthy,Ozone,47-043-0009,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-01,187,Unhealthy,Ozone,47-149-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-02,195,Unhealthy,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-03,195,Unhealthy,Ozone,47-187-0106,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-04,205,Very Unhealthy,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-05,204,Very Unhealthy,Ozone,47-165-0007,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-06,177,Unhealthy,Ozone,47-187-0106,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-07,133,Unhealthy for Sensitive Groups,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-08,164,Unhealthy,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-09,67,Moderate,Ozone,47-149-0101,18
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-10,84,Moderate,Ozone,47-149-0101,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-11,126,Unhealthy for Sensitive Groups,Ozone,47-165-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-12,147,Unhealthy for Sensitive Groups,Ozone,47-165-0101,14
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-15,64,Moderate,Ozone,47-043-0009,19
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-16,58,Moderate,Ozone,47-149-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-19,115,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-20,115,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-24,115,Unhealthy for Sensitive Groups,Ozone,47-149-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-25,154,Unhealthy,Ozone,47-187-0106,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-26,101,Unhealthy for Sensitive Groups,Ozone,47-165-0101,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-09-28,43,Good,Ozone,47-165-0101,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-10-02,129,Unhealthy for Sensitive Groups,Ozone,47-043-0009,12
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-10-04,36,Good,Ozone,47-043-0009,13
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,1999-10-07,119,Unhealthy for Sensitive Groups,Ozone,47-043-0009,13
