CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Austin-Round Rock, TX",12420,1991-05-17,42,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-05-18,37,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-05-19,37,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-05-20,37,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-05-21,37,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-05-22,43,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-05-23,34,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-05-24,43,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-05-25,71,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-05-26,77,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-05-27,61,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-05-28,42,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-05-29,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-05-31,19,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-01,24,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-02,31,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-03,31,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-04,37,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-05,33,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-06-06,58,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-07,37,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-08,74,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-09,38,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-10,42,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-11,46,Good,Ozone,48-453-0003,5
"Austin-Round Rock, TX",12420,1991-06-12,51,Moderate,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-06-13,34,Good,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-06-14,24,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-15,40,Good,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-06-16,37,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-06-17,126,Unhealthy for Sensitive Groups,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-06-18,90,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-19,151,Unhealthy,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-20,108,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-21,42,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-22,32,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-23,37,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-06-24,33,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-25,26,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-26,26,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-27,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-28,23,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-06-30,26,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-01,31,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-02,61,Moderate,Ozone,48-453-0003,2
"Austin-Round Rock, TX",12420,1991-07-03,42,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-04,42,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-07-05,47,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-06,40,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-07-07,25,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-07-08,24,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-09,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-10,26,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-12,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-13,31,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-14,32,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-15,37,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-16,100,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-17,87,Moderate,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-07-18,61,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-07-19,40,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-20,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-21,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-22,30,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-24,25,Good,Ozone,48-453-0003,2
"Austin-Round Rock, TX",12420,1991-07-25,21,Good,Ozone,48-453-0003,2
"Austin-Round Rock, TX",12420,1991-07-27,23,Good,Ozone,48-453-0003,2
"Austin-Round Rock, TX",12420,1991-07-28,26,Good,Ozone,48-453-0003,2
"Austin-Round Rock, TX",12420,1991-07-30,87,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-07-31,119,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-01,143,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-02,101,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-03,35,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-04,25,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-08-05,28,Good,Ozone,48-453-0017,2
"Austin-Round Rock, TX",12420,1991-08-06,30,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-07,29,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-08,38,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-09,47,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-10,44,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-11,29,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-08-13,32,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-08-14,24,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-08-15,29,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-16,35,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-08-17,44,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-18,42,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-19,100,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-08-20,136,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-21,87,Moderate,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-08-22,34,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-08-23,84,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-24,126,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-25,133,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-26,166,Unhealthy,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-27,101,Unhealthy for Sensitive Groups,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-28,35,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-08-29,29,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-08-31,49,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-01,67,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-02,32,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-04,35,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-05,30,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-06,28,Good,Ozone,48-453-0017,3
"Austin-Round Rock, TX",12420,1991-09-07,19,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-08,24,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-10,54,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-11,67,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-12,33,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-13,19,Good,Ozone,48-453-0017,3
"Austin-Round Rock, TX",12420,1991-09-14,19,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-15,28,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-09-16,30,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-17,38,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-18,43,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-19,19,Good,Ozone,48-453-0017,3
"Austin-Round Rock, TX",12420,1991-09-20,28,Good,Ozone,48-453-0017,3
"Austin-Round Rock, TX",12420,1991-09-21,74,Moderate,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-09-22,58,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-24,29,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-25,37,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-27,71,Moderate,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-09-28,48,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-29,90,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-09-30,71,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-01,44,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-10-02,77,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-10-03,43,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-10-04,37,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-05,40,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-06,44,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-07,51,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-08,47,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-09,67,Moderate,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-10-10,74,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-12,87,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-13,140,Unhealthy for Sensitive Groups,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-10-14,74,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-15,54,Moderate,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-10-16,77,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-17,67,Moderate,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-18,49,Good,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-10-19,48,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-20,93,Moderate,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-10-21,136,Unhealthy for Sensitive Groups,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-10-22,32,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-24,24,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-26,21,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-10-27,21,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-11-01,38,Good,Ozone,48-453-0017,3
"Austin-Round Rock, TX",12420,1991-11-02,32,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-11-03,35,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-11-06,39,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-11-13,74,Moderate,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-11-16,29,Good,Ozone,48-453-0014,2
"Austin-Round Rock, TX",12420,1991-11-19,33,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-11-27,28,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-11-28,34,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-11-29,32,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-12-01,18,Good,Ozone,48-453-0003,3
"Austin-Round Rock, TX",12420,1991-12-08,20,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-12-19,35,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-12-20,35,Good,Ozone,48-453-0014,4
"Austin-Round Rock, TX",12420,1991-12-23,29,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-12-24,27,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-12-26,22,Good,Ozone,48-453-0014,5
"Austin-Round Rock, TX",12420,1991-12-27,22,Good,Ozone,48-453-0014,3
"Austin-Round Rock, TX",12420,1991-12-28,30,Good,Ozone,48-453-0003,3
"Dallas-Fort Worth-Arlington, TX",19100,1991-01-03,19,Good,Ozone,48-439-2003,7
"Dallas-Fort Worth-Arlington, TX",19100,1991-01-07,23,Good,Ozone,48-439-1002,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-01-10,19,Good,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-01-11,21,Good,Ozone,48-439-1002,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-01-20,28,Good,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-01-27,40,Good,Ozone,48-439-1002,7
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-10,61,Moderate,Ozone,48-113-0069,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-12,71,Moderate,Ozone,48-113-0055,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-18,43,Good,Ozone,48-439-1002,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-19,42,Good,Ozone,48-439-1002,7
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-22,48,Good,Ozone,48-439-2003,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-23,43,Good,Ozone,48-439-2003,17
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-24,48,Good,Ozone,48-439-1002,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-27,46,Good,Ozone,48-439-2003,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-02-28,35,Good,Ozone,48-439-2003,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-01,43,Good,Ozone,48-439-2003,18
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-02,34,Good,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-03,42,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-06,44,Good,Ozone,48-139-0082,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-09,71,Moderate,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-10,108,Unhealthy for Sensitive Groups,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-11,54,Moderate,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-12,51,Moderate,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-14,44,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-15,28,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-16,33,Good,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-17,46,Good,Ozone,48-139-0082,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-19,108,Unhealthy for Sensitive Groups,Ozone,48-439-1002,18
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-20,71,Moderate,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-21,33,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-22,46,Good,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-24,93,Moderate,Ozone,48-113-0045,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-26,28,Good,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-29,43,Good,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-30,46,Good,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-03-31,71,Moderate,Ozone,48-257-0001,20
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-01,90,Moderate,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-02,101,Unhealthy for Sensitive Groups,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-03,77,Moderate,Ozone,48-439-1002,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-04,93,Moderate,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-05,39,Good,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-06,37,Good,Ozone,48-257-0001,18
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-07,42,Good,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-08,48,Good,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-09,54,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-10,87,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-11,37,Good,Ozone,48-439-2003,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-15,105,Unhealthy for Sensitive Groups,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-16,48,Good,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-18,74,Moderate,Ozone,48-439-2003,18
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-19,61,Moderate,Ozone,48-439-1002,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-20,101,Unhealthy for Sensitive Groups,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-21,38,Good,Ozone,48-439-1002,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-22,34,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-23,100,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-24,42,Good,Ozone,48-139-0082,20
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-25,47,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-26,44,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-27,101,Unhealthy for Sensitive Groups,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-29,77,Moderate,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-04-30,126,Unhealthy for Sensitive Groups,Ozone,48-439-2003,20
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-01,77,Moderate,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-02,49,Good,Ozone,48-139-0082,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-03,40,Good,Ozone,48-139-0082,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-04,42,Good,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-05,44,Good,Ozone,48-439-1002,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-07,47,Good,Ozone,48-139-0082,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-08,84,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-09,87,Moderate,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-10,67,Moderate,Ozone,48-113-0045,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-11,44,Good,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-12,37,Good,Ozone,48-439-2003,20
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-13,37,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-14,35,Good,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-15,43,Good,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-16,48,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-18,47,Good,Ozone,48-439-2003,19
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-19,44,Good,Ozone,48-139-0082,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-20,46,Good,Ozone,48-439-1002,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-21,74,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-22,32,Good,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-23,77,Moderate,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-24,101,Unhealthy for Sensitive Groups,Ozone,48-439-2003,16
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-25,192,Unhealthy,Ozone,48-113-0069,5
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-26,150,Unhealthy for Sensitive Groups,Ozone,48-113-0069,5
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-27,151,Unhealthy,Ozone,48-113-0069,5
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-28,90,Moderate,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-29,39,Good,Ozone,48-257-0001,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-30,42,Good,Ozone,48-257-0001,18
"Dallas-Fort Worth-Arlington, TX",19100,1991-05-31,40,Good,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-01,38,Good,Ozone,48-139-0082,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-02,42,Good,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-03,74,Moderate,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-04,43,Good,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-05,47,Good,Ozone,48-257-0001,17
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-06,133,Unhealthy for Sensitive Groups,Ozone,48-113-0069,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-07,133,Unhealthy for Sensitive Groups,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-08,108,Unhealthy for Sensitive Groups,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-09,90,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-10,61,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-11,105,Unhealthy for Sensitive Groups,Ozone,48-139-0082,20
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-12,100,Moderate,Ozone,48-113-0045,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-13,46,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-14,35,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-15,71,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-16,33,Good,Ozone,48-257-0001,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-17,218,Very Unhealthy,Ozone,48-439-2003,18
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-18,187,Unhealthy,Ozone,48-439-1002,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-19,201,Very Unhealthy,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-20,166,Unhealthy,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-21,87,Moderate,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-22,49,Good,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-23,166,Unhealthy,Ozone,48-439-2003,16
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-24,71,Moderate,Ozone,48-439-2003,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-25,67,Moderate,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-26,46,Good,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-27,51,Moderate,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-28,40,Good,Ozone,48-257-0001,8
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-29,40,Good,Ozone,48-257-0001,17
"Dallas-Fort Worth-Arlington, TX",19100,1991-06-30,87,Moderate,Ozone,48-257-0001,9
"Dallas-Fort Worth-Arlington, TX",19100,1991-07-01,77,Moderate,Ozone,48-257-0001,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-07-02,177,Unhealthy,Ozone,48-113-0069,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-07-03,51,Moderate,Ozone,48-439-2003,10
"Dallas-Fort Worth-Arlington, TX",19100,1991-07-04,87,Moderate,Ozone,48-139-0082,10
